"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"WIPRO","EQ","11-Jul-2019","        266.95","        267.50","        270.00","        266.10","        268.00","        267.75","        267.60","    2691893","           720357688.00","      29145","    1415397","         52.58"
"WIPRO","EQ","12-Jul-2019","        267.75","        268.00","        268.65","        258.05","        259.80","        258.95","        261.02","    7595278","          1982530738.80","      84569","    2169089","         28.56"
"WIPRO","EQ","15-Jul-2019","        258.95","        260.00","        262.00","        255.90","        260.45","        259.90","        258.77","    4747449","          1228517912.55","      46716","    1338074","         28.19"
"WIPRO","EQ","16-Jul-2019","        259.90","        259.00","        262.70","        256.25","        260.00","        260.00","        259.13","    4861657","          1259802087.60","      68300","    1657568","         34.09"
"WIPRO","EQ","17-Jul-2019","        260.00","        262.00","        262.80","        258.10","        260.00","        259.60","        260.19","    5818769","          1514003863.55","      78089","    1730077","         29.73"
"WIPRO","EQ","18-Jul-2019","        259.60","        261.00","        274.15","        259.55","        267.75","        269.10","        268.29","   21027353","          5641408251.50","     162298","    3457649","         16.44"
"WIPRO","EQ","19-Jul-2019","        269.10","        269.10","        269.65","        263.50","        265.50","        264.70","        265.62","    4229695","          1123483931.90","      48207","     979027","         23.15"
"WIPRO","EQ","22-Jul-2019","        264.70","        265.60","        266.30","        262.40","        263.95","        264.80","        264.36","    4419890","          1168432719.75","      42162","    2056014","         46.52"
"WIPRO","EQ","23-Jul-2019","        264.80","        264.90","        270.00","        263.80","        264.65","        264.50","        266.34","    4680618","          1246640970.95","      61161","    1636659","         34.97"
"WIPRO","EQ","24-Jul-2019","        264.50","        264.50","        265.85","        262.00","        264.65","        264.20","        263.46","    2249472","           592635981.05","      26750","     944585","         41.99"
"WIPRO","EQ","25-Jul-2019","        264.20","        265.45","        265.45","        261.50","        262.50","        262.25","        262.91","    4991181","          1312256151.60","      48938","    2625740","         52.61"
"WIPRO","EQ","26-Jul-2019","        262.25","        262.20","        264.75","        260.80","        263.35","        263.60","        263.04","    2719372","           715292838.15","      26216","     939947","         34.56"
"WIPRO","EQ","29-Jul-2019","        263.60","        263.00","        267.15","        260.25","        262.35","        262.40","        262.96","    2882263","           757921988.95","      36578","    1003607","         34.82"
"WIPRO","EQ","30-Jul-2019","        262.40","        262.90","        264.80","        261.00","        264.25","        262.30","        262.46","    2415087","           633854852.50","      29036","    1055033","         43.69"
"WIPRO","EQ","31-Jul-2019","        262.30","        262.50","        266.30","        260.55","        266.25","        265.30","        263.66","    2849216","           751212446.30","      31870","    1497577","         52.56"
"WIPRO","EQ","01-Aug-2019","        265.30","        271.50","        276.15","        268.55","        270.90","        270.40","        272.43","   17651207","          4808769713.90","     106048","    7453646","         42.23"
"WIPRO","EQ","02-Aug-2019","        270.40","        269.90","        270.90","        261.70","        263.75","        263.65","        264.41","    4978666","          1316384950.25","      52521","    1542125","         30.97"
